suffix,prev,word,next,sentence
さ,倍の,大きさ,さだ,あの犬はこの犬のちょうど二倍の大きさだ。
さ,いの,長さ,です,あの橋はどのくらいの長さですか。
さ,分の,長さ,であ,あの橋はこの橋の半分の長さである。
み,達は,憎み,合っ,あの頃、私達は憎み合っていた。
さ,その,美しさ,さに,あなたは必ずその美しさに感動するだろう。
さ,背の,高さ,です,あなたは私の姉と同じ背の高さです。
さ,事の,難しさ,さが,あなたは私の仕事の難しさがわかっていますか。
さ,背の,高さ,です,あなたはどれくらいの背の高さですか。
み,物の,楽しみ,み方,あなたはすぐにそこの食べ物や飲み物の楽しみ方がわかってくるでしょう。
さ,から,はずさ,され,あなたの名前はリストからはずされた。
み,のを,楽しみ,みに,あなたのお父上にお会いするのを楽しみにしています。
み,のが,楽しみ,みで,あなたの町へ今度旅行する際、あなたにお会いするのが楽しみです。
み,私は,楽しみ,みに,あなたの手紙を私は楽しみに待っています。
さ,倍の,大きさ,さで,あなたの車はこの車の３倍の大きさです。
み,のを,楽しみ,みに,あなたの学校を訪問するのを楽しみにしています。
み,を皆,楽しみ,みに,あなたの家族に会えるのを皆楽しみにしています。
み,親切,痛み,入り,あなたのご親切痛み入ります。
み,りを,楽しみ,みに,あなたのお便りを楽しみにしています。
み,日を,楽しみ,みに,あなたに会える日を楽しみにしています。
み,のを,楽しみ,みに,あなたに会うのを楽しみにしています。
み,とを,楽しみ,みに,あなたにまもなく会えることを楽しみにしてます。
み,とを,楽しみ,みに,あなたにまもなくお会いできることを楽しみにしています。
み,りを,楽しみ,みに,あなたにお会いできてよかったです。お便りを楽しみにしています。
み,のを,楽しみ,みに,あなたにお会いするのを楽しみにしています。
み,とを,楽しみ,みに,あなたと文通することを楽しみにしています。
み,とを,楽しみ,みに,あなたと御家族にお会いできることを楽しみにしております。
み,のを,楽しみ,みに,あなたが来た時出会えるのを楽しみにしている。
み,のを,楽しみ,みに,あなたが近いうちにいらっしゃるのを楽しみにしております。
み,何を,楽しみ,みに,あなたが何を楽しみにしているのか私に教えて下さい。
み,りを,楽しみ,みに,あなたからのお便りを楽しみにまっています。
み,とを,楽しみ,みに,あなたからすぐに返事がもらえることを楽しみにしています。
さ,倍の,大きさ,さで,アジアはヨーロッパのほぼ４倍の大きさである。
さ,Ｑの,低さ,の原,ＩＱの低さの原因を人種に求めるという議論を論駁するどころか、リンのデータはそれを事実上補強することになっている。
さ,倍の,長さ,があ,ＡはＢの５倍の長さがある。
み,いに,憎み,合っ,３人はお互いに憎み合っていた。
さ,週間,寒さ,が続,３週間寒さが続いた。
さ,いの,長さ,だっ,２番目の文もちょうど同じくらいの長さだった。
み,足が,痛み,まし,１日が終わると背中が疲れ、足が痛みました。
み,人の,他み,んな,１人の他みんな出席した。
さ,りの,寒さ,だそ,１月は暖かいだろうと思っていたが、この冬は２０年ぶりの寒さだそうだ。
さ,とが,弱さ,の印,１９世紀末でも、イギリス海軍の船員は、そうすることが弱さの印だという理由で、ナイフとフォークを使うことを許されていなかった。
さ,ても,暑さ,がぶ,１０月になっても暑さがぶり返してくることがありますよ。
み,婦は,悲しみ,みの,「それがね、お母さん」主婦は悲しみの涙を流しながら言った。
み,いが,明るみ,みに,悪いことをするものは光を憎み、その行いが明るみに出ることを恐れて、光の方に来ない。
み,光を,憎み,、そ,悪いことをするものは光を憎み、その行いが明るみに出ることを恐れて、光の方に来ない。
さ,家の,広さ,はど,この家の広さはどのくらいありますか。
さ,味の,良さ,の比,コスタリカの乾季オタマジャクシの味の良さの比較が彼によって行われた。
み,かを,怪しみ,み、,アメリカでは、すべてが可能であることを疑い、我々の開拓者の頃の夢が現代に生きているかを怪しみ、民主主義の力に疑問を呈する人がまだいるなら、今夜がその答えだ。
さ,らの,強さ,を育,それは、無関心層の神話を拒否した若者-家と家族から離れ、賃金が安く、睡眠時間も短い仕事をする-からの強さを育てた。
さ,らの,強さ,を描,焼けるような暑さ、ひどい寒さに耐えまったく見知らぬ人にドアをノックししたそれほど若くない人から、自発的に組織され、「人民の、人民による、人民のため政治」が決して地球上に消え去ってないことを二世紀以上後に証明した何百万人ものアメリカ人からの強さを描いた。
さ,どい,寒さ,に耐,焼けるような暑さ、ひどい寒さに耐えまったく見知らぬ人にドアをノックししたそれほど若くない人から、自発的に組織され、「人民の、人民による、人民のため政治」が決して地球上に消え去ってないことを二世紀以上後に証明した何百万人ものアメリカ人からの強さを描いた。
さ,うな,暑さ,、ひ,焼けるような暑さ、ひどい寒さに耐えまったく見知らぬ人にドアをノックししたそれほど若くない人から、自発的に組織され、「人民の、人民による、人民のため政治」が決して地球上に消え去ってないことを二世紀以上後に証明した何百万人ものアメリカ人からの強さを描いた。
さ,真の,強さ,は軍,アメリカの光がまだ輝きとして燃えているどうかを疑う人へ、今夜、我々の国の真の強さは軍隊の力や富の規模からではなく、民主主義、自由、機会、不屈の希望といった我々の理想への揺るぎない力から来るともう一度証明した。
み,す、,楽しみ,み。,後で見て見ます、楽しみ。
さ,つく,寒さ,と焼,あるいはそれほど若くない人たちから。凍てつく寒さと焼け付く暑さにもひるまず、家から家へと赤の他人のドアをノックしてくれた人たちから力を得ました。ボランティアとなって組織を作って活動した、何百万人というアメリカ人から力を得ました。建国から200年以上たった今でも、人民の人民による人民のための政府はこの地上から消え去ってはいないのだと証明してくれた、そういう人たちから力を得たのです。
さ,付く,暑さ,にも,あるいはそれほど若くない人たちから。凍てつく寒さと焼け付く暑さにもひるまず、家から家へと赤の他人のドアをノックしてくれた人たちから力を得ました。ボランティアとなって組織を作って活動した、何百万人というアメリカ人から力を得ました。建国から200年以上たった今でも、人民の人民による人民のための政府はこの地上から消え去ってはいないのだと証明してくれた、そういう人たちから力を得たのです。
さ,国の,素晴らしさ,らし,それこそが、アメリカと言う国の素晴らしさです。アメリカは変われるという、まさにそれこそが。私たちのこの連邦は、まだまださらに完璧に近づくことができる。私たちがこれまで達成してきたことを見れば、これから先さらに何ができるか、何をしなくてはならないかについて、希望を抱くことができるのです。
み,どの,悲しみ,み、,さらに私は今晩、アメリカで生きた100年以上の間にクーパーさんが目にした、ありとあらゆる出来事を思っています。心を破られるほどの悲しみ、そして希望。困難と、そして進歩。そんなことはできないと言われ続けたこと。にもかかわらず、ひたむきに前進し続けた人たちのこと。あのいかにもアメリカ的な信条を掲げて。Yes we can。私たちにはできる、と。
み,,楽しみ,みの,楽しみのない生活は嫌です！
み,恋の,悲しみ,みを,恋の悲しみを知らぬものに恋の味は話せない。
み,月に,明るみ,みに,ロッキード事件とは、アメリカの航空機製造大手のロッキード社による、主に同社の旅客機の受注をめぐって1976年2 月に明るみに出た世界的な大規模汚職事件。
さ,と堅,固さ,をお,神よ、私に貞潔さと堅固さをおあたえください。ですが、いますぐにではなく。
さ,に貞,潔さ,と堅,神よ、私に貞潔さと堅固さをおあたえください。ですが、いますぐにではなく。
さ,膚の,深さ,分の,綺麗だってことは皮膚の深さ分のことだけだ。
さ,ど、,暑さ,にた,夏好きだけど、暑さにたえられない。
さ,顔の,美しさ,さに,彼女の顔の美しさに、僕はただ見とれていた。
み,酌が,楽しみ,みな,主人は晩酌が楽しみなので、発泡酒を６缶以上は空けていますし、日本酒の燗が５本も６本も空いていて、たまに休肝日ということで飲まない日もあるのですが２日以上続いたことはありません。
み,こが,痛み,ます,どこが痛みますか。
さ,周の,長さ,の求,円周の長さの求め方ってどうでしたっけ？忘れました。
さ,ジが,汚さ,れた,写真が暴露された後で女優の清純なイメージが汚された。
み,いを,憎み,合う,すべての人間は自然に互いを憎み合う。
さ,,深さ,は男,毛深さは男らしさの象徴だと思っているので大好きです。
さ,,毛深さ,さは,毛深さは男らしさの象徴だと思っているので大好きです。
さ,花の,美しさ,さを,ぽかんと花を眺めながら、人間も、本当によいところがある、と思った。花の美しさを見つけたのは、人間だし、花を愛するのも人間だもの。
さ,日に,美しさ,さを,彼女は日に日に美しさを増す。
み,りと,赤み,を帯,湯あがりの化粧をした顔には、ほんのりと赤みを帯びて、見ちがえるほど美しかった。
さ,的な,美しさ,さが,庭園の芸術的な美しさが素晴らしいです。
さ,閣の,美しさ,さは,雪に包まれた金閣の美しさは、比べるものがなかった。
み,のは,楽しみ,みで,古い日記を見るのは楽しみですわ。
さ,この,大きさ,さを,この大きさを超える犬はいない。
み,彼は,痛み,と哀,彼は痛みと哀憐があった。
さ,志の,強さ,を試,これだと信じて歩いていると、色々な苦難にぶつかり、志の強さを試されているのです。
さ,この,暑さ,のな,この暑さのなか、仕事をしていると思わずそちらに行ってしまいそうになる瞬間があります。
み,変、,親しみ,みと,私たち、日本に住む日本人も、ブラジルには大変、親しみと興味を持っています。
み,のを,楽しみ,みに,綾子さんの日記をまた読むのを楽しみにしている。
さ,読む,楽しさ,さを,本を読む楽しさを知らないということが人生の最大の損失だ。
さ,波の,高さ,が3,東日本大震災で、津波の高さが37.9メートルにまで達していた。
み,彼に,親しみ,みを,私は彼に親しみを込めた返事を書いた。
さ,,暗さ,がも,暗さがもっとも増すときに、人々は星を見る。
さ,窓の,高さ,まで,洪水は窓の高さまで押し寄せた。
さ,同じ,重さ,です,赤いボールは白いボールと同じ重さです。
み,出た,悲しみ,みは,顔に出た悲しみは、心にある汚点に勝る。
み,客は,惜しみ,みな,ふたりの息の合った演奏に、観客は惜しみない拍手を送った。
さ,夏の,暑さ,が嫌,私の父は夏の暑さが嫌いだ。
さ,腕の,温かさ,さを,彼の腕の温かさを思い出す。
み,,痛み,なく,痛みなくして得るものなし。
さ,頃、,悪さ,をす,子どもの頃、悪さをするといつも尻を叩かれた。
さ,の素,早さ,はヒ,トムの素早さはヒョウ並だ。
さ,ムの,素早さ,さは,トムの素早さはヒョウ並だ。
さ,その,難しさ,さを,その難しさを君にわかってもらえるとは思えない。
み,のを,楽しみ,みに,あなたのお父様にお会いできるのを楽しみにしています。
さ,棋の,面白さ,さが,プロの将棋の面白さがやっとわかるようになって来た。
さ,の面,白さ,がや,プロの将棋の面白さがやっとわかるようになって来た。
み,胃の,痛み,が治,少し横になったからか、胃の痛みが治まってきたよ。
み,ツに,親しみ,み、,体育の日は10月の第2月曜日です。スポーツに親しみ、健康な心身を培うための日です。
み,首に,痛み,を感,今日、起きたら首に痛みを感じました。
さ,スの,重さ,はど,あなたのスーツケースの重さはどれぐらいですか？
み,のを,楽しみ,みに,私たち全員、あなたに会うのを楽しみにしています。
み,人の,弱み,に付,他人の弱みに付け込んではいけない。
さ,通の,甘さ,のチ,普通の甘さのチョコレートを細かく砕きます。
さ,頃、,悪さ,をす,子どもの頃、悪さをするといつもお尻を叩かれた。
さ,達の,早さ,には,彼の英語の上達の早さには驚いている。
み,,痛み,があ,痛みがあるのにも関わらず、彼は平静を装った。
さ,ら非,難さ,れ、,思いもかけず彼から非難され、気持ちがもやもやしている。
み,うな,痛み,があ,時々なんですが、心臓のあたりがきゅっと締め付けられるような痛みがあるんです。
さ,国の,美しさ,さは,その国の美しさは筆舌に尽くし難い。
さ,夏の,暑さ,を逃,夏の暑さを逃れるために彼らはエディンバラへ行った。
み,女の,悲しみ,みは,彼女の悲しみは顔全体に表れていた。
さ,クの,楽しさ,さを,天気の好さがピクニックの楽しさを引き立てた。
み,女が,痛み,から,あの事故の後、彼女が痛みから完全に解放されることはなかった。
み,,痛み,が少,痛みが少し治まりました。
み,ない,痛み,だっ,我慢できない痛みだったため、彼は薬を飲んだ。
み,,楽しみ,み以,楽しみ以上の有用性て何かあるのか？
さ,猫の,可愛らしさ,らし,猫の可愛らしさに思わず笑ってしまう。
さ,の可,愛らしさ,しさ,猫の可愛らしさに思わず笑ってしまう。
さ,りの,暑さ,に、,あまりの暑さに、猫が床にぐったりと寝そべっている。
さ,時、,寂しさ,さを,私が旅を始めた時、寂しさを感じることはまれだった。
み,しの,楽しみ,みが,都会に住んでいる人たちは、田舎暮らしの楽しみがわからない。
さ,てが,良さ,そう,彼は気立てが良さそうだ。
み,ても,楽しみ,みに,あなたにお目にかかるのをとても楽しみにしています。
み,みを,楽しみ,みに,私は夏休みを楽しみにしている。
み,腹に,痛み,が走,突然脇腹に痛みが走った。
み,強い,痛み,があ,腰に強い痛みがあるんです。
み,番の,楽しみ,みで,ピアノを弾くことが彼女の一番の楽しみです。
み,彼は,悲しみ,みに,彼は悲しみに打ちひしがれた。
み,彼は,親しみ,みや,彼は親しみやすい人だ。
さ,日に,暑さ,が増,日に日に暑さが増してきている。
み,のお,楽しみ,み！,それは映画を見るまでのお楽しみ！
み,ても,楽しみ,みに,来月をとても楽しみにしている。
み,,白み,そよ,白みそより赤みそが好きなの？じゃあ、合わせみそは試したことある？
み,より,赤み,そが,白みそより赤みそが好きなの？じゃあ、合わせみそは試したことある？
さ,見の,美しさ,さは,外見の美しさはうわべだけのものだ。
み,側に,痛み,が走,深く息を吸うと、背中の右側に痛みが走るんです。
さ,夜の,寒さ,が原,彼は昨夜の寒さが原因で死亡した。
さ,みの,寒さ,とな,明日も冬型の気圧配置が続き、真冬並みの寒さとなるでしょう。
み,のを,楽しみ,みに,お会いできるのを楽しみにしています。
さ,頭が,良さ,そう,彼らは、頭が良さそう。
さ,ムは,寒さ,で震,トムは寒さで震えていた。
さ,間の,弱さ,であ,驕傲は人間の弱さである。
み,のは,楽しみ,みに,トムさんは週末にメアリさんに会いに行くのは楽しみにしています。
み,のを,楽しみ,みに,トムは今週末メアリーに会うのを楽しみにしている。
さ,着の,きつさ,さに,トムさんはメアリさんの新しい水着のきつさに驚きました。
さ,うな,長さ,なの,気が遠くなるような長さなのか、 または明日かあさってまでなのか、 一生がどれだけの長さかなんて知るわけもない。
さ,うな,暑さ,だ。,うだるような暑さだ。
み,雪を,楽しみ,みに,雪だるまが作りたくて、子供たちは初雪を楽しみにしていた。
み,物が,痛み,を感,植物が痛みを感じるなんてあり得ないと思う。
み,とを,楽しみ,みに,あなたとご家族にお会いできることを楽しみにしています。
さ,Bと,大きさ,さが,AはBと大きさが等しい。
み,絆は,悲しみ,みと,愛の絆は悲しみと結び合う。
さ,,美しさ,さが,美しさが全てではない。
さ,薇の,美しさ,さが,その合間から薔薇の美しさが見えるなら、棘はさほどの痛みを与えはしない。
み,どの,痛み,を与,その合間から薔薇の美しさが見えるなら、棘はさほどの痛みを与えはしない。
さ,さは,美しさ,さよ,醜さは美しさよりも有利である。持続するからだ。
さ,,醜さ,は美,醜さは美しさよりも有利である。持続するからだ。
さ,を勉,強さ,れた,どこでイタリア語を勉強されたのですか？
み,鬼の,苦しみ,み。,我こそは汝が父の亡靈なれ。只眞夜中の若千時のみ、閻浮にさまよふ許あれども、娑婆にて犯しゝ罪業の燒き淨めらるゝそれまでは、焦熱地獄の餓鬼の苦しみ。
さ,筆の,長さ,は？,この鉛筆の長さは？
さ,。非,難さ,れる,俺じゃなくて君だよ。非難されるべきは。
み,のを,楽しみ,みに,私たちは皆、あなた達家族に会えるのを楽しみにしています。
み,のを,楽しみ,みに,あなた達家族に会えるのを楽しみにしています。
み,のを,楽しみ,みに,私達はあなた達家族に会えるのを楽しみにしています。
さ,字の,汚さ,で書,字の汚さで書類落ちする気まんちんなんだが。てか俺なら落とすわ。元から汚いのが何年も日本語書いたことないのだから。
み,のを,楽しみ,みに,彼は時々海に行くのを楽しみにしている。
み,のを,楽しみ,みに,トムはメアリーと映画に行くのを楽しみにしていた。
さ,烈な,暑さ,のた,猛烈な暑さのため、私たちは外で遊ぶことができなかった。
さ,惨な,痛さ,だっ,悲惨な痛さだった。
み,ても,痛み,止め,頭痛の時にはどうしても痛み止めを飲んでしまう。
さ,分な,広さ,がな,ここはトムとメアリーの二人がいられる十分な広さがない。
さ,ルの,高さ,があ,その塔は３２１メートルの高さがある。
さ,倍の,高さ,の山,西洋将棋盤の最初の升目に一粒、二升目に二粒、三升目に四粒の小麦を置き、この通りに最後の升目まで続けてゆけば、全部で１８４４京６７４４兆７３７億９５５万１６１５粒となる。これは大雪山の百倍の高さの山を作るのに充分な量である。
さ,上の,長さ,があ,万里の長城は五千五百マイル以上の長さがあります。
み,をお,楽しみ,みく,休日をお楽しみください。
さ,うな,涼しさ,さで,七月、もうすっかり夏であるべきはずだのに、この三日ばかり、日の目も見せず、時々降る雨に、肌寒いような涼しさである。
さ,けの,強さ,がな,私にはやり続けるだけの強さがない。
み,のが,楽しみ,みだ,君の卒業式での姿を見るのが楽しみだ。
み,身に,痛み,があ,全身に痛みがある。
さ,で非,難さ,れた,彼は恐竜の骨を盗んだことで非難された。
さ,間の,長さ,を過,その股間の長さを過小評価した。
み,皮の,赤み,は又,私の毛皮の赤みは又更に濃くなった。
さ,同じ,重さ,と言,そのボールは両方とも同じ重さと言えるだろう。
み,みを,楽しみ,みに,夏休みを楽しみにしてるよ。
み,,楽しみ,みに,楽しみにしています。
さ,れの,美しさ,さ。,四季それぞれの美しさ。
さ,,賢さ,は経,賢さは経験の子どもである。
さ,慈悲,深さ,とい,「なぜ物乞いなんかしてるんだね、ディオゲネスよ」－「慈悲深さというのを教えてやってるんだ」
み,後、,痛み,があ,排尿の後、痛みがあります。
さ,ルの,長さ,があ,この川は200キロメートルの長さがあります。
さ,塔の,高さ,は3,あの塔の高さは330メートルでまず間違いないと思う。
さ,この,暑さ,の中,この暑さの中歩いて職場に行くのは良くない。
み,びも,悲しみ,みも,喜びも悲しみもいつまでも続くことはない。
さ,池は,深さ,3m,その池は深さ3mです。
さ,的な,軽さ,を実,超軽量新素材の採用により、従来の約半分（当社比）という圧倒的な軽さを実現！
み,まで,痛み,つけ,この神社の巫女は男どもにひどい目に合わされて精神が崩壊してしまうほどに心も身体も限界まで痛みつけられていた。
さ,腸の,長さ,は1,大腸の長さは1.5メートルぐらいです。
さ,は非,難さ,れて,トムは非難されてしかるべきだ。
さ,養の,深さ,がに,彼の文章は、言葉の端々から教養の深さがにじみ出ている。
み,撃と,悲しみ,みの,衝撃と悲しみのあまり気が狂ってしまった。
み,手紙,楽しみ,みに,お手紙楽しみに待っています。
み,のを,楽しみ,みに,近々お会いできるのを楽しみにしております。
さ,橋の,長さ,は約,デンマークとスウェーデンを結ぶ橋の長さは約５マイルです。
み,分の,痛み,を無,私は自分の痛みを無視するなと学びました。
さ,あの,美しさ,さが,桜の樹の下には屍体が埋まっている！ これは信じていいことなんだよ。何故って、桜の花があんなにも見事に咲くなんて信じられないことじゃないか。俺はあの美しさが信じられないので、この二三日不安だった。しかしいま、やっとわかるときが来た。桜の樹の下には屍体が埋まっている。これは信じていいことだ。
み,恋の,悲しみ,みを,トムはピアノを弾いて失恋の悲しみを紛らわそうとした。
み,恋の,悲しみ,みを,トムはピアノを弾いて失恋の悲しみを紛らそうとした。
み,のを,楽しみ,みに,久しぶりにみんなに会えるのを楽しみにしています。
さ,に告,白さ,れて,昨日トムに告白されて、付き合うことになりました。
さ,,若さ,」の,「若さ」の前に不可能も無ければ、陰翳も無い、それは一切を突破する力であり、一切を明るくする太陽である。
み,今の,苦しみ,みは,「しんどいと思うけど、今の苦しみはきっといつか報われるからね」「適当なこと言わないで！ そんなこと自分じゃ全然思ってないくせに」
さ,顔の,広さ,では,顔の広さではトムに敵う者はいない。
み,には,温かみ,みが,トムの声には温かみが全くない。
さ,いの,大きさ,さな,「ママ、褐色矮星ってどれくらいの大きさなの？」「褐色矮星はね、木星とおんなじくらい。でも重さは木星よりずうっと重たいのよ」
さ,でも,重さ,は木,「ママ、褐色矮星ってどれくらいの大きさなの？」「褐色矮星はね、木星とおんなじくらい。でも重さは木星よりずうっと重たいのよ」
み,ムは,親しみ,みや,トムは親しみやすい人だ。
み,胸は,悲しみ,みで,トムの胸は悲しみでいっぱいだった。
さ,りの,長さ,は何,池の周りに，7mおきに木が6本植えてあります。池の周りの長さは何mでしょうか。
さ,Dの,大きさ,さを,右の図のように，長方形ABCDの辺CD上に点Pがある。AB + PD = AP，∠CBD = 27° のとき，∠PADの大きさを求めよ。
さ,際は,優しさ,さだ,かつて私のラテン語教師は、メガネの縁からいかめしく私を見下していた。でも今は、それはただ、彼女が読書用のメガネをかけていたので、それをしょっちゅう外す事をやっかいに思ったのだと分かる。つまり、私たち生徒に向けてまるで蔑んでいるように見えていたものは、どうやら実際は優しさだったのである。
み,俺が,弱み,を見,俺が弱みを見せられるのはトムだけだよ。
さ,この,暑さ,では,この暑さでは何をする気にもなれません。
さ,冬は,寒さ,が厳,今年の冬は寒さが厳しいですね。
み,浴を,楽しみ,みな,混浴を楽しみながら会話に花をさかせました。
さ,さと,侘しさ,さと,かれは今の境遇を考えて、理想が現実に触れて次第に崩れて行く一種のさびしさと侘しさとを痛切に感じた。
み,悪く,なるみ,みた,天気悪くなるみたいだから傘忘れないようにね。
み,る「,楽しみ,みの,ここ浄閑寺、通称「投げ込み寺」の墓地には、最後の休息場所を見つけた何千もの遊女、いわゆる「楽しみのための女性」の慰霊碑があり、それは言い知れない哀愁に満ちていて、どういうわけか何度でもここに戻ってきたい気持ちが沸き起こる。
み,のを,楽しみ,みに,またお目にかかれるのを楽しみにしております。
さ,をし,でかさ,さな,なにか馬鹿なことをしでかさないうちに彼を探し出しておかなくてはいけない。
さ,腕の,長さ,は1,自由の女神の右腕の長さは12.8mである。
さ,分の,美しさ,さを,メアリーは自分の美しさを自覚していなかった。
み,のが,楽しみ,み！,「着く頃に空港まで迎えに行くからね」「ありがとう。会えるのが楽しみ！」
み,どく,痛み,ます,ひどく痛みますか？
み,こか,痛み,ます,どこか痛みますか？
さ,裸の,白さ,が一,一糸もまとわぬ素裸の娘が、いきなり小沢の眼の前に飛び出して来たのである。 雨に濡れているので、裸の白さが一層なまなましい。 小沢ははっと眼をそらした。同時に、娘も急に身をすくめて、しゃがもうとした。 が、再び視線があった時、もう娘は、 「助けて下さい！」 　とすがりついて来た。 昭和二十一年五月一日の、夜更けの出来事である。
み,らと,明るみ,み始,東の空はうっすらと明るみ始めている。
さ,分の,弱さ,を認,自分の弱さを認めることほど難しいことはないと思う。
さ,人の,強さ,では,世界が抱える最も重大な問題は悪人の強さではなく善人の弱さである。
さ,人の,弱さ,であ,世界が抱える最も重大な問題は悪人の強さではなく善人の弱さである。
さ,確な,長さ,は知,この橋の正確な長さは知りません。
さ,く改,良さ,れた,自動ドアは今までよりもよりスマートな方法で制御されるかもしれない。新しく改良されたコントロールシステムでは、ドアは人がドアに向かって真っ直ぐ進んで来た時にのみ開きます。もし、人がドアの前でただ立っているだけであったり、ドアに沿って歩いているだけの場合はドアは閉まり続けています。
さ,画の,馬鹿馬鹿しさ,馬鹿,あの映画の馬鹿馬鹿しさは半端ない。
さ,この,暑さ,では,今日のこの暑さでは勉強する気にならない。
み,明日,楽しみ,みだ,明日楽しみだな。
み,日が,楽しみ,みす,「眠そうじゃん、メアリー」「うん、今日が楽しみすぎてあんまり眠れなかったの。でも大丈夫」
み,らが,楽しみ,みな,まだ23歳、これからが楽しみな女優さんです。
み,ん、,楽しみ,みに,「また来るね」「うん、楽しみにしてる」
み,。お,楽しみ,みに,詳細は公式サイトにて随時発表いたします。お楽しみに！
さ,は気,高さ,を ,私も本でよく読んだよ。 頭上の光輪は気高さを 示していて、 白い翼は清廉潔白な性質を顕しているんだって
さ,輪は,気高さ,さを,私も本でよく読んだよ。 頭上の光輪は気高さを 示していて、 白い翼は清廉潔白な性質を顕しているんだって
さ,けの,優しさ,さな,言葉だけの優しさなんて要らない。
さ,じる,寒さ,は苦,体に感じる寒さは苦手だけど、肌に感じる冷たさは嫌いじゃない。
さ,じる,冷たさ,さは,体に感じる寒さは苦手だけど、肌に感じる冷たさは嫌いじゃない。
み,しく,痛み,ます,ここが激しく痛みます。
さ,この,悔しさ,さを,今日の試合は残念な結果に終わってしまいましたが、この悔しさをバネに、次に向けて頑張りたいと思います。
さ,倍の,大きさ,さの,かなり深い雪に大きな動物がまっていれば、クズリはそのサイズの5倍の大きさの獲物を殺すことができる。
さ,で勉,強さ,れた,フランス語はどこで勉強されたんですか？
み,つも,楽しみ,みに,なんでブログやめちゃったの？ いつも楽しみに読んでたのに。
み,相当,痛み,ます,相当痛みますか？
さ,はの,良さ,もた,田舎は何かと不便ですが、田舎ならではの良さもたくさんあります。
み,ムは,痛み,のあ,トムは痛みのあまり呻いた。
さ,屋の,広さ,で十,この部屋の広さで十分だ。
さ,トの,広さ,だ。,この部屋は20×24フィートの広さだ。
み,のを,楽しみ,みに,日本でまたお会いできるのを楽しみにしています。
さ,金も,若さ,もあ,やつには金も若さもあり、おまけに二枚目だ。
さ,分な,大きさ,さだ,私の車は５人には十分な大きさだ。
さ,,白さ,れた,告白されたことある？
み,ムは,痛み,のあ,トムは痛みのあまり悲鳴を上げた。
み,,痛み,を和,痛みを和らげるには何が効きますか？
み,薬で,痛み,は和,実際に、この薬で痛みは和らぐのだろうか？
み,ら、,痛み,がた,その薬を飲んだら、痛みがたちどころに和らいだ。
み,ムを,楽しみ,みま,あなたはそのゲームを楽しみましたか。誰が勝ちましたか。
さ,系の,大きさ,さは,銀河系の大きさは、横断するのに少なくとも千光年か百万光年かかるだろう。
さ,ラの,大きさ,さで,星雲は宇宙全体に散らされ、それらは全くバラバラの大きさです。
さ,ーの,高さ,は何,「東京スカイツリーの高さは何メートルでしょう」「634メートル」「正解！」
さ,法の,厳しさ,さに,日本の出入国管理及び難民認定法の厳しさには定評があります。
さ,前に,良さ,そう,クッキーは猫の名前に良さそうだ。
さ,ら勉,強さ,れて,フランス語はいつから勉強されてるんですか？
み,牲を,楽しみ,みと,犠牲を楽しみと見なせることは、他人を思いやり思いやることのできる人で、永遠に楽しく、有意義に生きられる。
み,れで,痛み,は和,これで痛みは和らぐはずだ。
さ,使い,古さ,れた,進化論は研究で証明されているというのに、いまだに科学というより神話に基づいたような使い古された説明にしがみついている人たちがいる。
さ,ムは,暑さ,のせ,トムは暑さのせいで気を失った。
み,遠、,苦しみ,みと,時間が現実のものでなければ、この世界と永遠、苦しみと喜び、善と悪を分かつ境界線も幻想に過ぎない。
さ,然の,美しさ,さに,多くの詩人が自然の美しさについて感じた気持ちを表現している。
さ,夏の,暑さ,に慣,もう夏の暑さに慣れている。
み,じを,楽しみ,みま,散歩しながら、トムは鮮やかなもみじを楽しみました。
み,その,重み,に耐,力、英知、忍耐と革新。あなたはこれら全てを持っているのだろうか？その王冠を手にしようとする汝はその重みに耐えることとなる。
さ,この,寒さ,に、,この寒さに、どう対応すればいいですか？
さ,を避,難さ,せる,広間の人を避難させる必要があります！
み,とを,楽しみ,みに,君のダンスを見られることを楽しみにしているよ。
さ,空の,美しさ,さに,星空の美しさに感嘆を禁じえない。
さ,子が,良さ,そう,今日のトムは調子が良さそうだ。
さ,にか,なるさ,さ。,心配するな, どうにかなるさ。
み,礼を,はずみ,みま,こっそり教えてくれたら、礼をはずみますよ。
さ,,大きさ,さが,大きさが大事なのだ。
さ,ッコ,良さ,があ,彼なりのカッコ良さがある。
み,恋の,痛み,には,もうこの失恋の痛みには耐えられない。
さ,,寒さ,で体,寒さで体がガクガクふるえる。
み,のを,楽しみ,みに,あなたが来るのを楽しみにしています。
さ,氷の,厚さ,は、,氷の厚さは、歩くのに十分な厚さです。
さ,ルの,重さ,は、,最近のランドセルの重さは、平均1.1kg。砂糖一袋分の重さ程度しかありません。
さ,色の,美しさ,さに,私たちはその景色の美しさに見とれた。
さ,,高さ,はど,高さはどれくらい？
み,その,痛み,は、,その痛みは、トムが耐えきれないほどだった。
み,のを,楽しみ,みに,彼女たちは、学位授与式で「袴」や「振袖」を着るのを楽しみにしていた。
さ,分な,大きさ,さで,トムとメアリーは傘を一緒に差しました。だけど、傘は充分な大きさではなくて二人とも濡れてしまいました。
み,ると,痛み,ます,息をすると痛みますか？
み,,痛み,はど,痛みはどれくらい続いていますか？
さ,いの,長さ,なの,レインボーブリッジって、どれぐらいの長さなの？
